"ID","Date","BU Name","Line/ Location","Machine No","Problem Description","Risk Level","Photo","Recommendation / Action","Points Categories","Audit","Target ","Responsibility","Alternate Responsibility","Status ","Remarks ","If additional Mail CC Person ","After Photo","Attachments"
"1286","07-11-2023","Defence","Production area","Pedestal fan 002, ","Pedestal fan 002, cable connector is not used for cable joints.","Rank A","IMG_20231031_151330.jpg","Cable connector to be used","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.",,"IMG-20231109-WA0070.jpg","0"
"1287","07-11-2023","Defence","Defence store ","Claw area PDB- Lighting LDB ( White color box) ","Opening  on the LDB MCB area","Rank B","IMG_20231031_151428.jpg","opening to be closed ","Safety","EHS Patrol","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.",,"IMG-20231122-WA0071.jpg","0"
"1288","07-11-2023","Defence","Production area"," Claw area PDB to Lighting LDB","LDB each MCB outgoing supply is not identified","Rank B","IMG_20231031_151749.jpg","To be identified","Safety","EHS Specific","07-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.","Jagadeesan.A - WED","IMG-20231112-WA0018.jpg","0"
"1289","07-11-2023","Defence","Production area","Production area "," Network rack UPS cable is hanging. ","Rank A","IMG_20231031_151805.jpg","to be routed ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Jothi.A - IT","Closed"," Network rack UPS cable routing corrected","Jagadeesh.A - IT","1699609750277.jpg","0"
"1290","07-11-2023","Defence","Production area","Old switch box ","Unwanted old switch box is not removed ","Rank B","IMG_20231031_152030.jpg","To be removed ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","Dummy switch box removed.","Jagadeesan.A - WED","IMG-20231112-WA0018.jpg","0"
"1291","07-11-2023","CDC","After marketing Area ","***","Class A Cotton Box, Used Papers, Stored.","Rank A","IMG20231108003258.jpg","Need To Routine Clean.","Fire","Fire Patrol","08-11-2023","Mahesh Kanna.V - WED","Ravichandran.V - CDC Head","Closed","cleaned","Subbian.K - Intelligence Officer",,"0"
"1292","07-11-2023","Process","Heatreatment ","***","Using Oil Barrel Support With Portable Fire Extinguisher. ","Rank B","IMG20231108011703.jpg","Remove It.","Fire","Fire Patrol","08-11-2023","Karuppaiah.M - Process","Ramasami.M - Process","Closed","Removed","Subbian.K - Intelligence Officer","IMG-20231129-WA0051.jpg","0"
"1293","07-11-2023","APU","Rotor Line ","IPH0159","Hydraulic Press Secondary Containment Oil Trace, Cotton Waste Kept.","Rank B","IMG20231108005013.jpg","Need To Clean.","Fire","Fire Patrol","08-11-2023","Karthik - ABU","Prasath.M - ABU","Closed","Cleared","Subbian.K - Intelligence Officer",,"0"
"1294","09-01-2025","Defence","Production area","Roof gutter ","Rain water seepages from roof gutter.","Rank A","IMG_20231031_152157.jpg","Leakage to be arrested","Safety","EHS Specific","12-11-2023","Jai Ganesh - DAU","Ajith Kumar.M - WED","Open",,"Balakrishna Pawar - WED",,"0"
"1295","08-11-2023","Defence","Production area","MCB box","MCB box incoming & outgoing supply is not identified.","Rank A","IMG_20231031_152208.jpg","To be identfied","Safety","EHS Specific","09-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.",,"IMG-20231112-WA0016.jpg","0"
"1296","08-11-2023","Defence","Production area","MCB box","MCB & ELCB box incoming & each outgoing supply is not identified.","Rank A","IMG_20231031_152351.jpg","To be identfied","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.","Chitrarasu.K - Defence","1700646588723.jpg","0"
"1297","08-11-2023","Defence","Production area","PDB 4","PDB 4 – Each MCB switch outgoing supply is not identified and Hole nearby PDB isolator.","Rank A","IMG_20231031_152412.jpg","To be reectified","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.",,"IMG-20231112-WA0026.jpg","0"
"1298","08-11-2023","Defence","Production area","Gunlock final assembly","Socket switch is broken condition.","Rank A",,"to be changed ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.",,,"0"
"1299","08-11-2023","Defence","Production area","Gunlock final assembly","Socket switch is broken condition.","Rank A","IMG_20231031_152536.jpg","To be changed ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.",,"1700645888053.jpg","0"
"1300","09-11-2023","Defence","Production area",,"Switch box incoming supply is not identified.","Rank B","IMG_20231031_152608.jpg","To be identified","Safety","EHS Specific","09-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.","Keerthivasan.S - DAU","IMG-20231122-WA0006.jpg","0"
"1301","08-11-2023","Defence","Production area","Switch box ","Socket switches are damaged condition and not working properly.","Rank A","IMG_20231031_152626.jpg","to be changed ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.","Jagadeesan.A - WED","IMG-20231122-WA0006.jpg","0"
"1302","08-11-2023","Defence","Production area","Switch box ","Socket switch is broken condition.","Rank B","IMG_20231031_152715.jpg","Switch to be changed ","Safety","EHS Specific","09-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.",,"1700646090439.jpg","0"
"1303","08-11-2023","Defence","Production area","Switch ","Socket switch is broken condition.","Rank A","IMG_20231031_152907.jpg","to be changed ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.","Jagadeesan.A - WED","1700645888053.jpg","0"
"1304","08-11-2023","Defence","Production area","Rack ","Alternators is placed on file racks and possibility of falling  alternators.","Rank A","IMG_20231031_153027.jpg","Do not stack any materials materials otherthan file","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","alternators removed from file rack. stored in separate rack","Chitrarasu.K - Defence","thumbnail_1699691307415.jpg","1"
"1305","08-11-2023","Defence","Production area","Fire extinguishers ","Materials kept in front of fire extinguishers.","Rank A","IMG_20231031_153120.jpg","Do not block emergency equipments ","Fire","EHS Specific","08-11-2023","Jai Ganesh - DAU","Siva Prasad.S - Fire Officer","Closed","Dumped Materials Removed","Chitrarasu.K - Defence","IMG-20231121-WA0001.jpg","0"
"1306","08-11-2023","Defence","Production area","10KW stator generator.","Battery termination cable insulation is damaged.","Rank A","IMG_20231031_153349.jpg","Battery cable to be changed ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","As per the instruction , new cable fixed","Chitrarasu.K - Defence","BATTERY CONNECTION.jpg","0"
"1307","08-11-2023","Defence","Production area","Battery ","Battery cable insulations is damaged at machine termination end.","Rank A","IMG_20231031_153419.jpg","Cable to changed ","Safety","EHS Specific","11-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","As per the instruction, new cable fixed","Chitrarasu.K - Defence","IMG-20231120-WA0004.jpg","0"
"1308","08-11-2023","Defence","Production area","10KW starter generator","Unwanted materials are not disposed. ","Rank B","IMG_20231031_153511.jpg","To be disposed & maintain  5S ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","unwanted materials removed","Chitrarasu.K - Defence","IMG-20231110-WA0003.jpg","0"
"1309","08-11-2023","Defence","Production  area ","10KW stator generator","Motor belt & pulley is not guarded.","Rank A","IMG_20231031_153520.jpg","Needs to be guarded","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","safety guards fixed back with the rig","Chitrarasu.K - Defence","10kw final.jpg","0"
"1310","08-11-2023","Defence","Production area"," 10KW stator generator.","Blower type Portable fan- Cable connector is not used for cable joints.","Rank B","IMG_20231031_153728.jpg","Cable connectors to be used ","Safety","EHS Specific","09-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","cable trimmed at joint & new plug added","Chitrarasu.K - Defence","BLOWER FAN.jpg","0"
"1311","08-11-2023","Defence","Production area","10KW stator generator area","Portable junction box is broken condition and Switch is missing ","Rank A","IMG_20231031_153912.jpg","To be replaced ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","junction box scraped","Chitrarasu.K - Defence","thumbnail_1699612650016.jpg","0"
"1312","08-11-2023","Defence","Producion area",,"Varnish is kept not kept on the secondary containment tray.","Rank B","IMG_20231031_154002.jpg","Secondary containment tray to be used ","Safety","EHS Specific","09-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","Varnish removed from floor. stored on trays","Chitrarasu.K - Defence","thumbnail_1699613180063.jpg","1"
"1313","08-11-2023","Defence","Production area",,"Used paint tin is kept in open condition. It's should be stored securely and secondary containment is not used.","Rank B","IMG_20231031_154006.jpg","to be rectified","Safety","EHS Specific","09-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","used paint box & brushes scrapped ","Chitrarasu.K - Defence","1699611647148.jpg","0"
"1314","08-11-2023","Defence","Production area",,"Electrical Hazard-Portable blower type fan plug top cover is not available","Rank A","IMG_20231031_154024.jpg","to be rectified","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","New three pin plug replaced","Chitrarasu.K - Defence","IMG-20231110-WA0009.jpg","0"
"1315","08-11-2023","Defence","Waste store room ","Tube light ","Waste store room- 2 tubes are always ON condition. But light is not working.","Rank A","IMG_20231031_154137.jpg","Tube light to be changed ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.","Jagadeesan.A - WED","IMG-20231122-WA0027.jpg","0"
"1316","08-11-2023","Defence","Production area","MCB box","MCB box incoming & each outgoing supply is not identified.","Rank B","IMG_20231031_154219.jpg","to be identified","Safety","EHS Specific","09-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed",,"IMG-20231122-WA0026.jpg","0"
"1317","09-01-2025","Defence","Production area","Waste store room ","Materials/equipments are dumped one over another. 5S is not maintained","Rank B","IMG_20231031_154240.jpg","5S to be maintained ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Skaria - Defence","Open",,,,"0"
"1318","09-01-2025","Defence","Production area","Waste material store ","Window door is open condition. Possibility of entry of snake through this opening.","Rank A","IMG_20231031_154350.jpg","To be rectified","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ajith Kumar.M - WED","Open",,,,"0"
"1319","08-11-2023","Defence","Production area",,"False ceiling board is broken condition.   ","Rank A","IMG_20231031_154514.jpg","to be changed ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ajith Kumar.M - WED","Closed","Leakage arrested, New fall sealing replaced","Balakrishna Pawar - WED","1700797096931.jpg","0"
"1320","08-11-2023","Defence","Office area","LDB","LDB- incoming & each MCB outgoing supply is not identified.","Rank B","IMG_20231031_154728.jpg","to be identified","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed",,"IMG-20231122-WA0012.jpg","0"
"1321","08-11-2023","Defence","Office area","MCB box","All MCB box incoming & each MCB  outgoing supply are not identified.","Rank B","IMG_20231031_154745.jpg","to be identified ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.",,"IMG-20231112-WA0023.jpg","0"
"1322","08-11-2023","Defence","Production area","Office area","MCB box incoming & each MCB outgoing supply are not identified.","Rank B","IMG_20231031_154759.jpg","to be identified","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed",,"IMG-20231122-WA0020.jpg","0"
"1323","08-11-2023","Defence","Receiving inspection area",,"All switch box incoming supply is not identified.
","Rank B","IMG_20231101_112904.jpg","All the switch box incoming supply to be identified ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.",,"IMG-20231122-WA0008.jpg","0"
"1324","08-11-2023","Defence","Office area","Switch box","Work table switch box is hit the leg while sitting on chair.","Rank B","IMG_20231101_113237.jpg","Switch box to be relocated ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.",,"IMG-20231112-WA0028.jpg","0"
"1325","08-11-2023","Defence","Production area","Office area","Cable tray cover is not fixed.","Rank B","IMG_20231101_113312.jpg","To be fixed","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","Cable tray cover fixed back to the cabin","Chitrarasu.K - Defence","ENGG CABIN RACK COVER.jpg","0"
"1326","08-11-2023","Defence","Production area","12 ways MCB DB","Hole on MCB cover and each MCB outgoing supply is not identified.","Rank B","IMG_20231101_113421.jpg","to be rectified","Safety","EHS Specific","09-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.",,"IMG-20231112-WA0032.jpg","0"
"1327","08-11-2023","Defence",,"Lighting DB","Hole on MCB cover & each MCB outgoing supply is not identified.","Rank B","IMG_20231101_113448.jpg","To be rectified","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.",,"IMG-20231122-WA0010.jpg","0"
"1328","08-11-2023","Defence","Production area","SPN LDB 2","1. Hole on the MCB cover. RCCB is not available. Each MCB outgoing supply is not identified.
","Rank B","IMG_20231101_113538.jpg","To be rectified","Safety","EHS Specific","09-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed (Raw power)",,"IMG-20231112-WA0027.jpg","0"
"1329","08-11-2023","Defence","Office area"," Exhaust fan "," Exhaust fan is not working","Rank B","IMG_20231101_113551.jpg","to be rectified","Safety","EHS Specific","09-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","Exhaust fan running condition checked foud ok",,,"0"
"1330","08-11-2023","Defence","Production area","Switch box","Switch box incoming supply is not identified.","Rank B","IMG_20231101_113607.jpg","to be identified ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed",,,,"0"
"1331","08-11-2023","Defence","Production area",,"MCB box incoming supply is not identified and Each MCB outgoing supply is not identified.","Rank B","IMG_20231101_113623.jpg","To be identified","Safety","EHS Specific","09-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed",,"1700649986306.jpg","0"
"1332","08-11-2023","Defence","Production area","Air pipe line support ","Air pipe support base is corroded condition. ","Rank A","IMG_20231101_113714.jpg","to be rectified ","Safety","EHS Specific","10-11-2023","Jai Ganesh - DAU","Govindaraj .P - WED","Closed","Completed ",,"IMG-20231127-WA0007.jpg","0"
"1333","09-01-2025","Defence"," Defence area frontside pipe rack ",,"Power cable is hanging on the pipe support.","Rank B","IMG_20231101_113811.jpg","to be routed ","Safety","EHS Specific","11-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Open",,,,"0"
"1334","09-01-2025","Defence","Defence frontside",,"Power cable is hanging on the pipe structure.","Rank B","IMG_20231101_113822.jpg","to be routed ","Safety","EHS Specific","11-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Open",,,,"0"
"1335","09-01-2025","Defence","Defence front side ",,"Hole on the roof cladding sheet, rain water is entered through cable entry point.","Rank B","IMG_20231101_113822.jpg","to be arrested ","Safety","EHS Specific","12-11-2023","Jai Ganesh - DAU","Ajith Kumar.M - WED","Open",,,,"0"
"1336","09-01-2025","Defence","Defence frontside ",,"Rain water seepages from roof gutter.","Rank A","IMG_20231101_114122.jpg","Leakages to be arrested ","Safety","EHS Specific","12-11-2023","Jai Ganesh - DAU","Ajith Kumar.M - WED","Open",,,,"0"
"1337","08-11-2023","Defence","SSB panel ","SSB panel area","Power cable is hanging.","Rank B","IMG_20231101_113905.jpg","to be routed ","Safety","EHS Specific","12-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.",,"IMG-20231123-WA0013.jpg","0"
